pair_id,pair_type,template_id,edit_type_idx,edit_type_name,agent,model,instruction,aesthetic_path,non_aesthetic_path,aesthetic_score,non_aesthetic_score,score_gap,edit_quality_score
1131w-w-XME4y3KWk_t7_singleshot__improvement_flipped,improvement_flipped,1131w-w-XME4y3KWk,7,Image Replacement,singleshot,gemini/gemini-2.5-pro,"Replace the vanilla ice cream cup with caramel drizzle photo with a mixed-berry sorbet in the same kraft cup, topped with fresh berries and a glossy berry coulis pour.",images/1131w-w-XME4y3KWk_t7_singleshot__improvement_flipped__aesthetic.png,images/1131w-w-XME4y3KWk_t7_singleshot__improvement_flipped__non_aesthetic.png,95.0,84.0,11.0,99.0
1280w-GZEFZIEhLE0_t2_singleshot__improvement_flipped,improvement_flipped,1280w-GZEFZIEhLE0,2,2-Element Layout Swap,singleshot,gemini/gemini-2.5-pro,"Swap positions of the central portrait image and the “MUSIC PARTY NIGHT” headline, placing the portrait top-right and the headline centered in the main area for balanced hierarchy.",images/1280w-GZEFZIEhLE0_t2_singleshot__improvement_flipped__aesthetic.png,images/1280w-GZEFZIEhLE0_t2_singleshot__improvement_flipped__non_aesthetic.png,94.0,86.0,8.0,65.0
1600w-u6z_9iKj-iQ_t4_singleshot__improvement_flipped,improvement_flipped,1600w-u6z_9iKj-iQ,4,Object Removal,singleshot,gemini/gemini-2.5-pro,Remove the small white star icon at bottom-right; slightly lower and center “FESTIVAL OF LIGHTS” beneath “DIWALI” to maintain balance and readability.,images/1600w-u6z_9iKj-iQ_t4_singleshot__improvement_flipped__aesthetic.png,images/1600w-u6z_9iKj-iQ_t4_singleshot__improvement_flipped__non_aesthetic.png,97.0,91.0,6.0,0.0
1280w-2LZs3UZm33E_t14_singleshot__improvement_flipped,improvement_flipped,1280w-2LZs3UZm33E,14,Theme Restyling,singleshot,gemini/gemini-2.5-pro,"Convert to a cozy winter holiday theme: switch backgrounds to deep forest green and cream, recolor text warm cream, add small gold snowflakes along the curved divider, keeping the layout unchanged.",images/1280w-2LZs3UZm33E_t14_singleshot__improvement_flipped__aesthetic.png,images/1280w-2LZs3UZm33E_t14_singleshot__improvement_flipped__non_aesthetic.png,28.0,3.0,25.0,61.0
1131w-HeJuVR7Avb0_t10_singleshot__improvement_flipped,improvement_flipped,1131w-HeJuVR7Avb0,10,Background Replacement,singleshot,gemini/gemini-2.5-pro,"Replace the pink square background behind the lemons with a deep Mediterranean blue (#1F6AA6) to create a coastal mood, ensuring the lemons remain crisp and legible.",images/1131w-HeJuVR7Avb0_t10_singleshot__improvement_flipped__aesthetic.png,images/1131w-HeJuVR7Avb0_t10_singleshot__improvement_flipped__non_aesthetic.png,96.0,91.0,5.0,100.0
1600w-CxALar1xspQ_t8_singleshot__improvement_flipped,improvement_flipped,1600w-CxALar1xspQ,8,Typography Style Shift,singleshot,gemini/gemini-2.5-pro,"Change the ""Digital Marketing Agency"" headline to a tall serif.",images/1600w-CxALar1xspQ_t8_singleshot__improvement_flipped__aesthetic.png,images/1600w-CxALar1xspQ_t8_singleshot__improvement_flipped__non_aesthetic.png,58.0,56.0,2.0,100.0
1131w-mOTBWbhbFs0_t3_singleshot__improvement_flipped,improvement_flipped,1131w-mOTBWbhbFs0,3,Global Layout Change,singleshot,gemini/gemini-2.5-pro,"Rearrange into a tri-column grid: left illustration full-height, middle “Coffee TO GO” stacked, right hours above address; align baselines, add generous gutters, preserve existing type and colors.",images/1131w-mOTBWbhbFs0_t3_singleshot__improvement_flipped__aesthetic.png,images/1131w-mOTBWbhbFs0_t3_singleshot__improvement_flipped__non_aesthetic.png,92.0,91.0,1.0,14.0
1600w-7YZFYlcCTPk_t10_singleshot__improvement_flipped,improvement_flipped,1600w-7YZFYlcCTPk,10,Background Replacement,singleshot,gemini/gemini-2.5-pro,Replace the red background with a dark charcoal-to-black gradient and a subtle center spotlight around the bulb to create suspense while keeping the white 'COMING SOON' text clearly legible.,images/1600w-7YZFYlcCTPk_t10_singleshot__improvement_flipped__aesthetic.png,images/1600w-7YZFYlcCTPk_t10_singleshot__improvement_flipped__non_aesthetic.png,78.0,75.0,3.0,0.0
900w-r5rfhPArHDg_t5_singleshot__improvement_flipped,improvement_flipped,900w-r5rfhPArHDg,5,Object Addition,singleshot,gemini/gemini-2.5-pro,"Add a small cobalt blue location pin icon before the bottom-right address “123 Anywhere St., Any City” to balance the layout.",images/900w-r5rfhPArHDg_t5_singleshot__improvement_flipped__aesthetic.png,images/900w-r5rfhPArHDg_t5_singleshot__improvement_flipped__non_aesthetic.png,77.0,75.0,2.0,0.0
1600w-eqZAnXprFhg_t14_singleshot__improvement_flipped,improvement_flipped,1600w-eqZAnXprFhg,14,Theme Restyling,singleshot,gemini/gemini-2.5-pro,"Recolor into a winter holiday theme: set background #F4F8FB, header and central box deep navy #0A2E5C gradient, change all nodes to frosty blues/silver (#E6F0FA, #B6C9E3, #DDE3EB); preserve layout.",images/1600w-eqZAnXprFhg_t14_singleshot__improvement_flipped__aesthetic.png,images/1600w-eqZAnXprFhg_t14_singleshot__improvement_flipped__non_aesthetic.png,71.0,58.0,13.0,35.0
1280w-1EsFpGQoTQo_t12_singleshot__improvement_flipped,improvement_flipped,1280w-1EsFpGQoTQo,12,Contrast & Readability Enhancement,singleshot,gemini/gemini-2.5-pro,"Add a subtle vertical charcoal gradient overlay (30% #000 to 0%) across the background to improve contrast of white navigation, headline, and footer button.",images/1280w-1EsFpGQoTQo_t12_singleshot__improvement_flipped__aesthetic.png,images/1280w-1EsFpGQoTQo_t12_singleshot__improvement_flipped__non_aesthetic.png,62.0,60.0,2.0,0.0
1600w-z8zt2gNZe3I_t8_singleshot__improvement_flipped,improvement_flipped,1600w-z8zt2gNZe3I,8,Typography Style Shift,singleshot,gemini/gemini-2.5-pro,Set the main quote in tall serif italic instead of bold sans-serif to create an elegant tone.,images/1600w-z8zt2gNZe3I_t8_singleshot__improvement_flipped__aesthetic.png,images/1600w-z8zt2gNZe3I_t8_singleshot__improvement_flipped__non_aesthetic.png,69.0,67.0,2.0,100.0
1600w-eqZAnXprFhg_t6_singleshot__improvement_flipped,improvement_flipped,1600w-eqZAnXprFhg,6,Copy Expansion,singleshot,gemini/gemini-2.5-pro,"Expand the top-right orange banner text to: Explore ideas and information around a main idea or topic, linking related thoughts, noting insights, and capturing next steps for focused action.",images/1600w-eqZAnXprFhg_t6_singleshot__improvement_flipped__aesthetic.png,images/1600w-eqZAnXprFhg_t6_singleshot__improvement_flipped__non_aesthetic.png,71.0,58.0,13.0,100.0
1131w-mOTBWbhbFs0_t10_singleshot__improvement_flipped,improvement_flipped,1131w-mOTBWbhbFs0,10,Background Replacement,singleshot,gemini/gemini-2.5-pro,Replace the dark green background with a rich espresso-brown (#2B1A14) solid to create a cozy mood while maintaining high contrast with the cream text and illustration.,images/1131w-mOTBWbhbFs0_t10_singleshot__improvement_flipped__aesthetic.png,images/1131w-mOTBWbhbFs0_t10_singleshot__improvement_flipped__non_aesthetic.png,92.0,91.0,1.0,100.0
848w-a7AVmpGZf5E_t14_singleshot__improvement_flipped,improvement_flipped,848w-a7AVmpGZf5E,14,Theme Restyling,singleshot,gemini/gemini-2.5-pro,"Restyle for winter holidays: change headline to “Holiday Sound Sale”, use deep forest green and crimson accents, add small snowflake graphic near date, keep structure unchanged.",images/848w-a7AVmpGZf5E_t14_singleshot__improvement_flipped__aesthetic.png,images/848w-a7AVmpGZf5E_t14_singleshot__improvement_flipped__non_aesthetic.png,78.0,70.0,8.0,79.0
900w-r5rfhPArHDg_t4_singleshot__improvement_flipped,improvement_flipped,900w-r5rfhPArHDg,4,Object Removal,singleshot,gemini/gemini-2.5-pro,Remove the top 'Rimberio Dessert' line; shift the headline up slightly to center above the waffle while keeping the price and description positions unchanged.,images/900w-r5rfhPArHDg_t4_singleshot__improvement_flipped__aesthetic.png,images/900w-r5rfhPArHDg_t4_singleshot__improvement_flipped__non_aesthetic.png,77.0,75.0,2.0,100.0
1131w-w-XME4y3KWk_t4_singleshot__improvement_flipped,improvement_flipped,1131w-w-XME4y3KWk,4,Object Removal,singleshot,gemini/gemini-2.5-pro,Remove the scattered nuts at bottom-left; shift the “Enjoy 40% Discount” circle slightly down and left to fill the space for balanced spacing.,images/1131w-w-XME4y3KWk_t4_singleshot__improvement_flipped__aesthetic.png,images/1131w-w-XME4y3KWk_t4_singleshot__improvement_flipped__non_aesthetic.png,95.0,84.0,11.0,82.0
1600w-NwdmmHkEOxk_t2_singleshot__improvement_flipped,improvement_flipped,1600w-NwdmmHkEOxk,2,2-Element Layout Swap,singleshot,gemini/gemini-2.5-pro,"Swap the left panel star icon with the “Together, We Can Make a Difference” headline, placing the headline top-left and the star to its right for a balanced header.",images/1600w-NwdmmHkEOxk_t2_singleshot__improvement_flipped__aesthetic.png,images/1600w-NwdmmHkEOxk_t2_singleshot__improvement_flipped__non_aesthetic.png,54.0,40.0,14.0,20.0
1280w-GZEFZIEhLE0_t5_singleshot__improvement_flipped,improvement_flipped,1280w-GZEFZIEhLE0,5,Object Addition,singleshot,gemini/gemini-2.5-pro,"Add a small black-and-white turntable icon in the top-left corner to balance the “MUSIC PARTY NIGHT” block, matching the grayscale palette.",images/1280w-GZEFZIEhLE0_t5_singleshot__improvement_flipped__aesthetic.png,images/1280w-GZEFZIEhLE0_t5_singleshot__improvement_flipped__non_aesthetic.png,94.0,86.0,8.0,0.0
1131w-HeJuVR7Avb0_t2_singleshot__improvement_flipped,improvement_flipped,1131w-HeJuVR7Avb0,2,2-Element Layout Swap,singleshot,gemini/gemini-2.5-pro,"Swap the top ""POSITANO"" headline with the bottom ""AMALFI COAST"" headline, keeping both centered and maintaining equal top and bottom margins for balance.",images/1131w-HeJuVR7Avb0_t2_singleshot__improvement_flipped__aesthetic.png,images/1131w-HeJuVR7Avb0_t2_singleshot__improvement_flipped__non_aesthetic.png,96.0,91.0,5.0,100.0
1600w-Rx4XBLKvk68_t4_singleshot__improvement_flipped,improvement_flipped,1600w-Rx4XBLKvk68,4,Object Removal,singleshot,gemini/gemini-2.5-pro,"Remove the black overlapping “Hannah Morales” text; align the right body paragraph’s top with the left column and nudge it right for an even gutter, preserving balance.",images/1600w-Rx4XBLKvk68_t4_singleshot__improvement_flipped__aesthetic.png,images/1600w-Rx4XBLKvk68_t4_singleshot__improvement_flipped__non_aesthetic.png,85.0,74.0,11.0,100.0
1280w-TgB3qSfKXOY_t0_singleshot__improvement_flipped,improvement_flipped,1280w-TgB3qSfKXOY,0,Color Palette Variation,singleshot,gemini/gemini-2.5-pro,"Recolor the design: replace the current deep forest green/cream palette with light mode—background soft warm cream (#FFF6E8), all typography, badges, and starbursts in deep moss green (#184D3A).",images/1280w-TgB3qSfKXOY_t0_singleshot__improvement_flipped__aesthetic.png,images/1280w-TgB3qSfKXOY_t0_singleshot__improvement_flipped__non_aesthetic.png,91.0,75.0,16.0,23.0
1600w-u6z_9iKj-iQ_t6_singleshot__improvement_flipped,improvement_flipped,1600w-u6z_9iKj-iQ,6,Copy Expansion,singleshot,gemini/gemini-2.5-pro,"Replace the ""FESTIVAL OF LIGHTS"" line with: ""Festival of Lights—celebrating hope, prosperity, and togetherness.""",images/1600w-u6z_9iKj-iQ_t6_singleshot__improvement_flipped__aesthetic.png,images/1600w-u6z_9iKj-iQ_t6_singleshot__improvement_flipped__non_aesthetic.png,97.0,91.0,6.0,95.0
1600w-xCuy4vLKWKc_t13_singleshot__improvement_flipped,improvement_flipped,1600w-xCuy4vLKWKc,13,Add Secondary Text Block,singleshot,gemini/gemini-2.5-pro,"Add a small sans-serif subtitle to the right of the headline reading “Practical steps to attract your first 1,000 subscribers,” colored #F5E9DF, vertically aligned with the title.",images/1600w-xCuy4vLKWKc_t13_singleshot__improvement_flipped__aesthetic.png,images/1600w-xCuy4vLKWKc_t13_singleshot__improvement_flipped__non_aesthetic.png,60.0,59.0,1.0,90.0
1600w-u6z_9iKj-iQ_t5_singleshot__improvement_flipped,improvement_flipped,1600w-u6z_9iKj-iQ,5,Object Addition,singleshot,gemini/gemini-2.5-pro,Add a small #F5C542 rangoli icon near the lower-left edge to balance the tiny bottom-right accent.,images/1600w-u6z_9iKj-iQ_t5_singleshot__improvement_flipped__aesthetic.png,images/1600w-u6z_9iKj-iQ_t5_singleshot__improvement_flipped__non_aesthetic.png,97.0,91.0,6.0,0.0
1600w-CxALar1xspQ_t3_singleshot__improvement_flipped,improvement_flipped,1600w-CxALar1xspQ,3,Global Layout Change,singleshot,gemini/gemini-2.5-pro,"Rearrange to a centered single-column layout: move full-width photo into a top banner over the green background; stack title, quote, CTA, and contact info below, evenly spaced.",images/1600w-CxALar1xspQ_t3_singleshot__improvement_flipped__aesthetic.png,images/1600w-CxALar1xspQ_t3_singleshot__improvement_flipped__non_aesthetic.png,58.0,56.0,2.0,38.0
1131w-oRypOitC9EY_t12_singleshot__improvement_flipped,improvement_flipped,1131w-oRypOitC9EY,12,Contrast & Readability Enhancement,singleshot,gemini/gemini-2.5-pro,"Switch all small pink text on the teal background (top labels, “BORCELLE PRESENTS,” address, FREE ENTRY, date/time) to white for higher contrast.",images/1131w-oRypOitC9EY_t12_singleshot__improvement_flipped__aesthetic.png,images/1131w-oRypOitC9EY_t12_singleshot__improvement_flipped__non_aesthetic.png,77.0,74.0,3.0,100.0
1280w-2LZs3UZm33E_t6_singleshot__improvement_flipped,improvement_flipped,1280w-2LZs3UZm33E,6,Copy Expansion,singleshot,gemini/gemini-2.5-pro,"Expand the small uppercase paragraph below “Guess What?” to 2–3× length with warm, indulgent chocolate-themed copy, preserving tone and centered alignment to test wrapping and overflow.",images/1280w-2LZs3UZm33E_t6_singleshot__improvement_flipped__aesthetic.png,images/1280w-2LZs3UZm33E_t6_singleshot__improvement_flipped__non_aesthetic.png,28.0,3.0,25.0,40.0
1600w-ijK0RlZ5JR8-1_t5_singleshot__improvement_flipped,improvement_flipped,1600w-ijK0RlZ5JR8-1,5,Object Addition,singleshot,gemini/gemini-2.5-pro,Add a small #2E7A7B dumbbell icon centered above “QUICK TIPS” inside the circle to fill the top space and complement the headline.,images/1600w-ijK0RlZ5JR8-1_t5_singleshot__improvement_flipped__aesthetic.png,images/1600w-ijK0RlZ5JR8-1_t5_singleshot__improvement_flipped__non_aesthetic.png,91.0,90.0,1.0,0.0
1600w-7YZFYlcCTPk_t8_singleshot__improvement_flipped,improvement_flipped,1600w-7YZFYlcCTPk,8,Typography Style Shift,singleshot,gemini/gemini-2.5-pro,"Set ""COMING SOON"" in a tall serif for a more elegant tone.",images/1600w-7YZFYlcCTPk_t8_singleshot__improvement_flipped__aesthetic.png,images/1600w-7YZFYlcCTPk_t8_singleshot__improvement_flipped__non_aesthetic.png,78.0,75.0,3.0,100.0
1131w-sSnAV2dB_qg_t8_singleshot__improvement_flipped,improvement_flipped,1131w-sSnAV2dB_qg,8,Typography Style Shift,singleshot,gemini/gemini-2.5-pro,"Switch the “AGENT” title to a tall serif uppercase to create a more elegant, refined tone.",images/1131w-sSnAV2dB_qg_t8_singleshot__improvement_flipped__aesthetic.png,images/1131w-sSnAV2dB_qg_t8_singleshot__improvement_flipped__non_aesthetic.png,96.0,94.0,2.0,100.0
1280w-1EsFpGQoTQo_t14_singleshot__improvement_flipped,improvement_flipped,1280w-1EsFpGQoTQo,14,Theme Restyling,singleshot,gemini/gemini-2.5-pro,"Transform into a winter holiday theme by replacing the pool photo with a snowy workspace and changing all outline/button/text accents to forest green #184D3A and cranberry #C61A1A, preserving layout.",images/1280w-1EsFpGQoTQo_t14_singleshot__improvement_flipped__aesthetic.png,images/1280w-1EsFpGQoTQo_t14_singleshot__improvement_flipped__non_aesthetic.png,62.0,60.0,2.0,28.0
1600w-u6z_9iKj-iQ_t14_singleshot__improvement_flipped,improvement_flipped,1600w-u6z_9iKj-iQ,14,Theme Restyling,singleshot,gemini/gemini-2.5-pro,"Restyle for Christmas: replace diyas with red-green candles, change headline to uppercase bold 'MERRY CHRISTMAS' and subhead to 'Season of Joy', shift palette to #184D3A and crimson, keep layout.",images/1600w-u6z_9iKj-iQ_t14_singleshot__improvement_flipped__aesthetic.png,images/1600w-u6z_9iKj-iQ_t14_singleshot__improvement_flipped__non_aesthetic.png,97.0,91.0,6.0,55.0
1600w-_HHyJ9eyu3Q_t4_singleshot__improvement_flipped,improvement_flipped,1600w-_HHyJ9eyu3Q,4,Object Removal,singleshot,gemini/gemini-2.5-pro,Remove the “OUR LOGO” block with icon and text; vertically center “BRAND ASSETS” in the left panel and slightly increase its line spacing to maintain balance.,images/1600w-_HHyJ9eyu3Q_t4_singleshot__improvement_flipped__aesthetic.png,images/1600w-_HHyJ9eyu3Q_t4_singleshot__improvement_flipped__non_aesthetic.png,62.0,52.0,10.0,100.0
1600w-6ODHj5q4uMY_t4_singleshot__improvement_flipped,improvement_flipped,1600w-6ODHj5q4uMY,4,Object Removal,singleshot,gemini/gemini-2.5-pro,"Remove both decorative quote marks and corner lines; center the quote text horizontally, keeping it above the wooden surface with ample breathing room.",images/1600w-6ODHj5q4uMY_t4_singleshot__improvement_flipped__aesthetic.png,images/1600w-6ODHj5q4uMY_t4_singleshot__improvement_flipped__non_aesthetic.png,62.0,57.0,5.0,100.0
1600w-xCuy4vLKWKc_t10_singleshot__improvement_flipped,improvement_flipped,1600w-xCuy4vLKWKc,10,Background Replacement,singleshot,gemini/gemini-2.5-pro,"Replace the terracotta background with a deep navy (#0B1E3A) solid color to create a sleek, professional mood while maintaining strong contrast for the white and light tan text.",images/1600w-xCuy4vLKWKc_t10_singleshot__improvement_flipped__aesthetic.png,images/1600w-xCuy4vLKWKc_t10_singleshot__improvement_flipped__non_aesthetic.png,60.0,59.0,1.0,89.0
1280w-1EsFpGQoTQo_t3_singleshot__improvement_flipped,improvement_flipped,1280w-1EsFpGQoTQo,3,Global Layout Change,singleshot,gemini/gemini-2.5-pro,"Restructure into a split layout: full-bleed image left; right column with vertically centered stacked headline, subhead, and CTA; transform top navigation into a left vertical sidebar; add wide padding.",images/1280w-1EsFpGQoTQo_t3_singleshot__improvement_flipped__aesthetic.png,images/1280w-1EsFpGQoTQo_t3_singleshot__improvement_flipped__non_aesthetic.png,62.0,60.0,2.0,42.0
624w-UZhVzgGhAZA_t5_singleshot__improvement_flipped,improvement_flipped,624w-UZhVzgGhAZA,5,Object Addition,singleshot,gemini/gemini-2.5-pro,Add a small fork-and-knife icon in deep forest green centered above the address line to reinforce the lunch theme and balance the lower area.,images/624w-UZhVzgGhAZA_t5_singleshot__improvement_flipped__aesthetic.png,images/624w-UZhVzgGhAZA_t5_singleshot__improvement_flipped__non_aesthetic.png,76.0,62.0,14.0,57.0
1600w-xCuy4vLKWKc_t11_singleshot__improvement_flipped,improvement_flipped,1600w-xCuy4vLKWKc,11,Hierarchy Adjustment,singleshot,gemini/gemini-2.5-pro,Enlarge and center the “Swipe for tips” button with a filled #184D3A background and white uppercase text to make it the primary focal point.,images/1600w-xCuy4vLKWKc_t11_singleshot__improvement_flipped__aesthetic.png,images/1600w-xCuy4vLKWKc_t11_singleshot__improvement_flipped__non_aesthetic.png,60.0,59.0,1.0,54.0
1600w-_HHyJ9eyu3Q_t6_singleshot__improvement_flipped,improvement_flipped,1600w-_HHyJ9eyu3Q,6,Copy Expansion,singleshot,gemini/gemini-2.5-pro,"Expand the bottom-right tagline to: “Functional items for everyday living, thoughtfully designed to organize, carry, and brighten daily routines.”",images/1600w-_HHyJ9eyu3Q_t6_singleshot__improvement_flipped__aesthetic.png,images/1600w-_HHyJ9eyu3Q_t6_singleshot__improvement_flipped__non_aesthetic.png,62.0,52.0,10.0,70.0
1280w-TgB3qSfKXOY_t11_singleshot__improvement_flipped,improvement_flipped,1280w-TgB3qSfKXOY,11,Hierarchy Adjustment,singleshot,gemini/gemini-2.5-pro,"Make the matcha glass the dominant focal by scaling it 140% and centering, while reducing “craving” and “maicha” to smaller size with #E9E3D0 at 60% opacity.",images/1280w-TgB3qSfKXOY_t11_singleshot__improvement_flipped__aesthetic.png,images/1280w-TgB3qSfKXOY_t11_singleshot__improvement_flipped__non_aesthetic.png,91.0,75.0,16.0,0.0
1600w-xCuy4vLKWKc_t6_singleshot__improvement_flipped,improvement_flipped,1600w-xCuy4vLKWKc,6,Copy Expansion,singleshot,gemini/gemini-2.5-pro,Replace the button text “Swipe for tips” with: “Swipe for tips and quick steps to start today.”,images/1600w-xCuy4vLKWKc_t6_singleshot__improvement_flipped__aesthetic.png,images/1600w-xCuy4vLKWKc_t6_singleshot__improvement_flipped__non_aesthetic.png,60.0,59.0,1.0,65.0
1280w-TgB3qSfKXOY_t3_singleshot__improvement_flipped,improvement_flipped,1280w-TgB3qSfKXOY,3,Global Layout Change,singleshot,gemini/gemini-2.5-pro,"Reflow into a two-column grid: left column full-height glass; right column vertically stacks “BORCELLE CAFE”, “craving matcha” title, both badges, arrow, and @reallygreatsite; center elements with generous spacing.",images/1280w-TgB3qSfKXOY_t3_singleshot__improvement_flipped__aesthetic.png,images/1280w-TgB3qSfKXOY_t3_singleshot__improvement_flipped__non_aesthetic.png,91.0,75.0,16.0,0.0
1280w-TgB3qSfKXOY_t5_singleshot__improvement_flipped,improvement_flipped,1280w-TgB3qSfKXOY,5,Object Addition,singleshot,gemini/gemini-2.5-pro,Add a small cream line-art matcha whisk icon in the top-left negative space to complement the drink and balance the right-side badge.,images/1280w-TgB3qSfKXOY_t5_singleshot__improvement_flipped__aesthetic.png,images/1280w-TgB3qSfKXOY_t5_singleshot__improvement_flipped__non_aesthetic.png,91.0,75.0,16.0,0.0
1600w-z8zt2gNZe3I_t7_singleshot__improvement_flipped,improvement_flipped,1600w-z8zt2gNZe3I,7,Image Replacement,singleshot,gemini/gemini-2.5-pro,"Replace the right-side businessman portrait with a similarly framed right-side portrait of a cheerful community volunteer, shifting mood to compassion while retaining the dark teal background.",images/1600w-z8zt2gNZe3I_t7_singleshot__improvement_flipped__aesthetic.png,images/1600w-z8zt2gNZe3I_t7_singleshot__improvement_flipped__non_aesthetic.png,69.0,67.0,2.0,0.0
1280w-TgB3qSfKXOY_t12_singleshot__improvement_flipped,improvement_flipped,1280w-TgB3qSfKXOY,12,Contrast & Readability Enhancement,singleshot,gemini/gemini-2.5-pro,Apply a soft deep forest green (#184D3A) drop shadow to the cream “craving” and “maicha” headlines to boost contrast against the light starbursts and green background.,images/1280w-TgB3qSfKXOY_t12_singleshot__improvement_flipped__aesthetic.png,images/1280w-TgB3qSfKXOY_t12_singleshot__improvement_flipped__non_aesthetic.png,91.0,75.0,16.0,100.0
1600w-A9ARWpzo3xk_t4_singleshot__improvement_flipped,improvement_flipped,1600w-A9ARWpzo3xk,4,Object Removal,singleshot,gemini/gemini-2.5-pro,Remove the right-side “SINCE 2025”; move “CREATIVE STUDIO” to center beneath the logo and slightly reduce the gap for balanced spacing.,images/1600w-A9ARWpzo3xk_t4_singleshot__improvement_flipped__aesthetic.png,images/1600w-A9ARWpzo3xk_t4_singleshot__improvement_flipped__non_aesthetic.png,99.0,98.0,1.0,100.0
1600w-CxALar1xspQ_t14_singleshot__improvement_flipped,improvement_flipped,1600w-CxALar1xspQ,14,Theme Restyling,singleshot,gemini/gemini-2.5-pro,"Convert the layout to a winter holiday theme by switching greens to #B30000 and #D4AF37, adding a faint snowflake overlay, and updating the button copy to ""shop holiday services"".",images/1600w-CxALar1xspQ_t14_singleshot__improvement_flipped__aesthetic.png,images/1600w-CxALar1xspQ_t14_singleshot__improvement_flipped__non_aesthetic.png,58.0,56.0,2.0,69.0
1131w-HeJuVR7Avb0_t6_singleshot__improvement_flipped,improvement_flipped,1131w-HeJuVR7Avb0,6,Copy Expansion,singleshot,gemini/gemini-2.5-pro,"Replace the vertical “ITALY” with a small sans-serif paragraph in deep forest green: “Italy—sunlit cliffs, pastel villages, lemon groves, steep steps, and salty sea breezes.”",images/1131w-HeJuVR7Avb0_t6_singleshot__improvement_flipped__aesthetic.png,images/1131w-HeJuVR7Avb0_t6_singleshot__improvement_flipped__non_aesthetic.png,96.0,91.0,5.0,100.0
1600w-mQV8WxekDho_t1_singleshot__improvement_flipped,improvement_flipped,1600w-mQV8WxekDho,1,Translation,singleshot,gemini/gemini-2.5-pro,"Translate text to French: 'VOTRE LOGO', 'NE MANQUEZ PAS', 'NOTRE PROMOTION EXCLUSIVE EST LÀ !', 'AOÛT - NOV. 2099', '123 RUE ANYWHERE, ANY CITY, ST 12345'; keep handle/URL.",images/1600w-mQV8WxekDho_t1_singleshot__improvement_flipped__aesthetic.png,images/1600w-mQV8WxekDho_t1_singleshot__improvement_flipped__non_aesthetic.png,80.0,61.0,19.0,98.0
1600w-_HHyJ9eyu3Q_t10_singleshot__improvement_flipped,improvement_flipped,1600w-_HHyJ9eyu3Q,10,Background Replacement,singleshot,gemini/gemini-2.5-pro,"Replace the maroon and red backgrounds with a deep navy #0B1A33 studio backdrop to create a calmer mood while keeping the white shirts, baskets, and light blue headings readable.",images/1600w-_HHyJ9eyu3Q_t10_singleshot__improvement_flipped__aesthetic.png,images/1600w-_HHyJ9eyu3Q_t10_singleshot__improvement_flipped__non_aesthetic.png,62.0,52.0,10.0,96.0
1600w-eqZAnXprFhg_t12_singleshot__improvement_flipped,improvement_flipped,1600w-eqZAnXprFhg,12,Contrast & Readability Enhancement,singleshot,gemini/gemini-2.5-pro,Set the body text in all pale yellow and beige note boxes to #1A1A1A to improve contrast against the light backgrounds.,images/1600w-eqZAnXprFhg_t12_singleshot__improvement_flipped__aesthetic.png,images/1600w-eqZAnXprFhg_t12_singleshot__improvement_flipped__non_aesthetic.png,71.0,58.0,13.0,100.0
1600w-NwdmmHkEOxk_t0_singleshot__improvement_flipped,improvement_flipped,1600w-NwdmmHkEOxk,0,Color Palette Variation,singleshot,gemini/gemini-2.5-pro,"Recolor peach, mint, and yellow accents to a cool blue palette: fills #E8F4FF, strokes/icons #1FA3B2, highlights #0B2347; keep black text.",images/1600w-NwdmmHkEOxk_t0_singleshot__improvement_flipped__aesthetic.png,images/1600w-NwdmmHkEOxk_t0_singleshot__improvement_flipped__non_aesthetic.png,54.0,40.0,14.0,73.0
1131w-9cN5biKALLQ_t10_multishot__improvement_flipped,improvement_flipped,1131w-9cN5biKALLQ,10,Background Replacement,multishot,gemini/gemini-2.5-pro,"Replace the plain light blue background with a frosty cracked-ice texture in pale teal gradient (#E6F7FA to #CDEFF4), keeping the dark blue headline and price highly legible.",images/1131w-9cN5biKALLQ_t10_multishot__improvement_flipped__aesthetic.png,images/1131w-9cN5biKALLQ_t10_multishot__improvement_flipped__non_aesthetic.png,92.0,84.0,8.0,5.0
848w-a7AVmpGZf5E_t9_multishot__improvement_flipped,improvement_flipped,848w-a7AVmpGZf5E,9,Accent Recolor,multishot,gemini/gemini-2.5-pro,Change the bottom rounded CTA button color to cobalt blue #2563EB.,images/848w-a7AVmpGZf5E_t9_multishot__improvement_flipped__aesthetic.png,images/848w-a7AVmpGZf5E_t9_multishot__improvement_flipped__non_aesthetic.png,98.0,70.0,28.0,100.0
1600w-NwdmmHkEOxk_t13_multishot__improvement_flipped,improvement_flipped,1600w-NwdmmHkEOxk,13,Add Secondary Text Block,multishot,gemini/gemini-2.5-pro,"Add a small italic subtitle below “Together, We Can Make a Difference”: “Small acts create big change.” in deep forest green.",images/1600w-NwdmmHkEOxk_t13_multishot__improvement_flipped__aesthetic.png,images/1600w-NwdmmHkEOxk_t13_multishot__improvement_flipped__non_aesthetic.png,49.0,40.0,9.0,100.0
