design,template_id,template_name,categories,instruction,agent,model,edit_id,edit_path,render_path,status,aesthetic_score,original_score,score_diff,edit_quality_score
1600w-p1o6ND26wWg,14,Theme Restyling,"style,color,global",Restyle for winter holidays: keep layout; use snow-white background with subtle snowflakes; recolor buttons and headline deep forest green with holly red accents; swap drink for a peppermint latte.,criticeditor,gemini/gemini-2.5-pro,1600w-p1o6ND26wWg_t14_criticeditor,../edits/1600w-p1o6ND26wWg_t14_criticeditor/spec.json,../edits/1600w-p1o6ND26wWg_t14_criticeditor/render.png,"failed: litellm.InternalServerError: litellm.InternalServerError: geminiException - {
  ""error"": {
    ""code"": 503,
    ""message"": ""The model is overloaded. Please try again later."",
    ""status"": ""UNAVAILABLE""
  }
}
",,98.0,,
1600w-3FMwHZotkUM,14,Theme Restyling,"style,color,global","Restyle to winter-holiday theme: change background to snowy #F6FAF2, set headings deep forest green (#184D3A), button crimson (#C41E3A), and overlay small gold star badges on each image; keep layout.",criticeditor,gemini/gemini-2.5-pro,1600w-3FMwHZotkUM_t14_criticeditor,../edits/1600w-3FMwHZotkUM_t14_criticeditor/spec.json,../edits/1600w-3FMwHZotkUM_t14_criticeditor/render.png,"failed: litellm.InternalServerError: litellm.InternalServerError: geminiException - {
  ""error"": {
    ""code"": 503,
    ""message"": ""The model is overloaded. Please try again later."",
    ""status"": ""UNAVAILABLE""
  }
}
",94.0,93.0,1.0,
1600w-mQV8WxekDho,1,Translation,"text,global","Translate text to French: 'VOTRE LOGO', 'NE MANQUEZ PAS', 'NOTRE PROMOTION EXCLUSIVE EST LÀ !', 'AOÛT - NOV. 2099', '123 RUE ANYWHERE, ANY CITY, ST 12345'; keep handle/URL.",criticeditor,gemini/gemini-2.5-pro,1600w-mQV8WxekDho_t1_criticeditor,../edits/1600w-mQV8WxekDho_t1_criticeditor/spec.json,../edits/1600w-mQV8WxekDho_t1_criticeditor/render.png,"failed: litellm.InternalServerError: litellm.InternalServerError: geminiException - {
  ""error"": {
    ""code"": 503,
    ""message"": ""The model is overloaded. Please try again later."",
    ""status"": ""UNAVAILABLE""
  }
}
",73.0,61.0,12.0,
1600w-jlhsA8F30Lk,2,2-Element Layout Swap,"layout,global","Swap the megaphone with the speech-bubble headline, placing the bubble left and megaphone right, aligning both vertically centered for balance.",criticeditor,gemini/gemini-2.5-pro,1600w-jlhsA8F30Lk_t2_criticeditor,../edits/1600w-jlhsA8F30Lk_t2_criticeditor/spec.json,../edits/1600w-jlhsA8F30Lk_t2_criticeditor/render.png,"failed: litellm.InternalServerError: litellm.InternalServerError: geminiException - {
  ""error"": {
    ""code"": 503,
    ""message"": ""The model is overloaded. Please try again later."",
    ""status"": ""UNAVAILABLE""
  }
}
",34.0,82.0,-48.0,
1600w-_HHyJ9eyu3Q,10,Background Replacement,"image,color,global","Replace the maroon and red backgrounds with a deep navy #0B1A33 studio backdrop to create a calmer mood while keeping the white shirts, baskets, and light blue headings readable.",criticeditor,gemini/gemini-2.5-pro,1600w-_HHyJ9eyu3Q_t10_criticeditor,../edits/1600w-_HHyJ9eyu3Q_t10_criticeditor/spec.json,../edits/1600w-_HHyJ9eyu3Q_t10_criticeditor/render.png,"failed: litellm.InternalServerError: litellm.InternalServerError: geminiException - {
  ""error"": {
    ""code"": 503,
    ""message"": ""The model is overloaded. Please try again later."",
    ""status"": ""UNAVAILABLE""
  }
}
",44.0,52.0,-8.0,
1131w-120Kpwxx3eY,0,Color Palette Variation,"color,global","Swap the cobalt blue accents and cream background to a warm desert palette: sand background #F6E7D7, terracotta headings/icons #C1523C, and charcoal body text/lines #2F2F2F.",criticeditor,gemini/gemini-2.5-pro,1131w-120Kpwxx3eY_t0_criticeditor,../edits/1131w-120Kpwxx3eY_t0_criticeditor/spec.json,../edits/1131w-120Kpwxx3eY_t0_criticeditor/render.png,"failed: litellm.InternalServerError: litellm.InternalServerError: geminiException - {
  ""error"": {
    ""code"": 503,
    ""message"": ""The model is overloaded. Please try again later."",
    ""status"": ""UNAVAILABLE""
  }
}
",58.0,79.0,-21.0,
1600w-NwdmmHkEOxk,0,Color Palette Variation,"color,global","Recolor peach, mint, and yellow accents to a cool blue palette: fills #E8F4FF, strokes/icons #1FA3B2, highlights #0B2347; keep black text.",criticeditor,gemini/gemini-2.5-pro,1600w-NwdmmHkEOxk_t0_criticeditor,../edits/1600w-NwdmmHkEOxk_t0_criticeditor/spec.json,../edits/1600w-NwdmmHkEOxk_t0_criticeditor/render.png,"failed: litellm.InternalServerError: litellm.InternalServerError: geminiException - {
  ""error"": {
    ""code"": 503,
    ""message"": ""The model is overloaded. Please try again later."",
    ""status"": ""UNAVAILABLE""
  }
}
",24.0,40.0,-16.0,
1600w-9eXC-dXI0uE,0,Color Palette Variation,"color,global","Recolor background to charcoal #0F1220, convert all purple elements to cyan #00C2D1, switch black text to white, and set button outline cyan with white label",criticeditor,gemini/gemini-2.5-pro,1600w-9eXC-dXI0uE_t0_criticeditor,../edits/1600w-9eXC-dXI0uE_t0_criticeditor/spec.json,../edits/1600w-9eXC-dXI0uE_t0_criticeditor/render.png,"failed: litellm.InternalServerError: litellm.InternalServerError: geminiException - {
  ""error"": {
    ""code"": 503,
    ""message"": ""The model is overloaded. Please try again later."",
    ""status"": ""UNAVAILABLE""
  }
}
",34.0,74.0,-40.0,
1600w-CxALar1xspQ,14,Theme Restyling,"style,color,global","Convert the layout to a winter holiday theme by switching greens to #B30000 and #D4AF37, adding a faint snowflake overlay, and updating the button copy to ""shop holiday services"".",criticeditor,gemini/gemini-2.5-pro,1600w-CxALar1xspQ_t14_criticeditor,../edits/1600w-CxALar1xspQ_t14_criticeditor/spec.json,../edits/1600w-CxALar1xspQ_t14_criticeditor/render.png,"failed: litellm.InternalServerError: litellm.InternalServerError: geminiException - {
  ""error"": {
    ""code"": 503,
    ""message"": ""The model is overloaded. Please try again later."",
    ""status"": ""UNAVAILABLE""
  }
}
",73.0,56.0,17.0,
1600w-laANf5rvLUw,14,Theme Restyling,"style,color,global","Recolor the entire design to a festive holiday palette: background deep forest green #184D3A, furry 2024 rich crimson #B5121B, text warm cream, preserving the layout.",criticeditor,gemini/gemini-2.5-pro,1600w-laANf5rvLUw_t14_criticeditor,../edits/1600w-laANf5rvLUw_t14_criticeditor/spec.json,../edits/1600w-laANf5rvLUw_t14_criticeditor/render.png,"failed: litellm.InternalServerError: litellm.InternalServerError: geminiException - {
  ""error"": {
    ""code"": 503,
    ""message"": ""The model is overloaded. Please try again later."",
    ""status"": ""UNAVAILABLE""
  }
}
",36.0,58.0,-22.0,
1131w-9cN5biKALLQ,10,Background Replacement,"image,color,global","Replace the plain light blue background with a frosty cracked-ice texture in pale teal gradient (#E6F7FA to #CDEFF4), keeping the dark blue headline and price highly legible.",imageedit,gemini/gemini-2.5-pro,1131w-9cN5biKALLQ_t10_imageedit,../edits/1131w-9cN5biKALLQ_t10_imageedit/spec.json,../edits/1131w-9cN5biKALLQ_t10_imageedit/render.png,success,72.0,84.0,-12.0,100.0
1131w-w2bliFOwlfc,4,Object Removal,"layout,local",Remove the red starburst icon left of the phone; slightly enlarge and center the phone to rebalance the layout while keeping the nostalgic tone.,imageedit,gemini/gemini-2.5-pro,1131w-w2bliFOwlfc_t4_imageedit,../edits/1131w-w2bliFOwlfc_t4_imageedit/spec.json,../edits/1131w-w2bliFOwlfc_t4_imageedit/render.png,success,46.0,96.0,-50.0,100.0
1600w-m4qQZp-grvQ,12,Contrast & Readability Enhancement,"color,style,local",Add a semi-transparent deep charcoal (#1E1E1E) oval fill inside the existing white outline behind “BORCELLE” to improve contrast against the beige jacket.,imageedit,gemini/gemini-2.5-pro,1600w-m4qQZp-grvQ_t12_imageedit,../edits/1600w-m4qQZp-grvQ_t12_imageedit/spec.json,../edits/1600w-m4qQZp-grvQ_t12_imageedit/render.png,success,81.0,81.0,0.0,72.0
1600w-m4qQZp-grvQ,8,Typography Style Shift,"text,style,global","Switch the ""BRAND PROPOSAL"" headline to a tall serif in light weight uppercase for an elegant tone.",imageedit,gemini/gemini-2.5-pro,1600w-m4qQZp-grvQ_t8_imageedit,../edits/1600w-m4qQZp-grvQ_t8_imageedit/spec.json,../edits/1600w-m4qQZp-grvQ_t8_imageedit/render.png,success,81.0,81.0,0.0,75.0
1131w-50t2MzJLmsM,6,Copy Expansion,"text,layout,global","Expand the ""AT 10:00 AM, SATURDAY"" text into a body paragraph: ""At 10:00 AM, Saturday—join us for fresh coffee, music, and giveaways.""",imageedit,gemini/gemini-2.5-pro,1131w-50t2MzJLmsM_t6_imageedit,../edits/1131w-50t2MzJLmsM_t6_imageedit/spec.json,../edits/1131w-50t2MzJLmsM_t6_imageedit/render.png,success,73.0,86.0,-13.0,35.0
1257w-EN_LTZdAMlw,8,Typography Style Shift,"text,style,global","Replace the “PUMPKIN PATCH FESTIVAL” headline with a tall serif, uppercase, high-contrast style, removing the distressed texture to create an elegant tone.",imageedit,gemini/gemini-2.5-pro,1257w-EN_LTZdAMlw_t8_imageedit,../edits/1257w-EN_LTZdAMlw_t8_imageedit/spec.json,../edits/1257w-EN_LTZdAMlw_t8_imageedit/render.png,success,89.0,,,0.0
1257w-dnPJ18q1Q2E,13,Add Secondary Text Block,"text,layout,local","Add a small italic sans-serif subtitle 'Two hearts, one lifetime.' centered beneath 'OUR LOVE' in soft cream #F6E3D3 with slight letter-spacing, balancing the space above the figure.",imageedit,gemini/gemini-2.5-pro,1257w-dnPJ18q1Q2E_t13_imageedit,../edits/1257w-dnPJ18q1Q2E_t13_imageedit/spec.json,../edits/1257w-dnPJ18q1Q2E_t13_imageedit/render.png,success,78.0,,,100.0
1600w-F-yK2D5pels,3,Global Layout Change,"layout,global",Refactor to split-screen: left shows centered 'MEDIA KIT' on solid background; right stacks the three images vertically; position 'COLLAB STUDIO' left and the button right in a top bar.,imageedit,gemini/gemini-2.5-pro,1600w-F-yK2D5pels_t3_imageedit,../edits/1600w-F-yK2D5pels_t3_imageedit/spec.json,../edits/1600w-F-yK2D5pels_t3_imageedit/render.png,success,93.0,98.0,-5.0,48.0
848w-x9A8Hm2mD6U,7,Image Replacement,"image,layout,local","Replace the minimalist office desk photo with a cozy coffee shop tabletop scene—latte, notebook, and small plant—maintaining the round table composition and soft, neutral lighting.",imageedit,gemini/gemini-2.5-pro,848w-x9A8Hm2mD6U_t7_imageedit,../edits/848w-x9A8Hm2mD6U_t7_imageedit/spec.json,../edits/848w-x9A8Hm2mD6U_t7_imageedit/render.png,success,62.0,70.0,-8.0,97.0
900w-r5rfhPArHDg,6,Copy Expansion,"text,layout,global","Replace the lower-left sentence with: Enjoy our crispy waffle with rich chocolate sauce—freshly baked, wonderfully warm, indulgent and satisfying, perfect for sharing and pairing with coffee or afternoon tea.",imageedit,gemini/gemini-2.5-pro,900w-r5rfhPArHDg_t6_imageedit,../edits/900w-r5rfhPArHDg_t6_imageedit/spec.json,../edits/900w-r5rfhPArHDg_t6_imageedit/render.png,success,66.0,75.0,-9.0,41.0
624w-UZhVzgGhAZA,2,2-Element Layout Swap,"layout,global","Swap the central fruit illustration with the “LUNCH HOURS EVERY DAY” headline, placing the headline above centered and the illustration below with equal vertical spacing.",imageedit,gemini/gemini-2.5-pro,624w-UZhVzgGhAZA_t2_imageedit,../edits/624w-UZhVzgGhAZA_t2_imageedit/spec.json,../edits/624w-UZhVzgGhAZA_t2_imageedit/render.png,success,75.0,62.0,13.0,0.0
1280w-1EsFpGQoTQo,1,Translation,"text,global","Translate all on-image text to Spanish: ""CÓMO CONSTRUIR EL NEGOCIO DE TUS SUEÑOS""; nav—""NEGOCIO"", ""CONSEJOS"", ""PARA COACHES""; CTA—""SITIOGENIAL"".",imageedit,gemini/gemini-2.5-pro,1280w-1EsFpGQoTQo_t1_imageedit,../edits/1280w-1EsFpGQoTQo_t1_imageedit/spec.json,../edits/1280w-1EsFpGQoTQo_t1_imageedit/render.png,success,52.0,60.0,-8.0,38.0
1600w-4gpfnsQOREQ,7,Image Replacement,"image,layout,local",Replace the smartphone displaying an envelope notification with a centered steaming teacup illustration to shift the mood from productivity to relaxation while keeping the composition.,imageedit,gemini/gemini-2.5-pro,1600w-4gpfnsQOREQ_t7_imageedit,../edits/1600w-4gpfnsQOREQ_t7_imageedit/spec.json,../edits/1600w-4gpfnsQOREQ_t7_imageedit/render.png,success,89.0,83.0,6.0,100.0
1600w-zcHQ3XLP3Ow,3,Global Layout Change,"layout,global",Convert to a split layout: left half full-bleed abstract; right half solid #0F1115 holding all text stacked; add a bottom-spanning footer bar for the handle and icons.,imageedit,gemini/gemini-2.5-pro,1600w-zcHQ3XLP3Ow_t3_imageedit,../edits/1600w-zcHQ3XLP3Ow_t3_imageedit/spec.json,../edits/1600w-zcHQ3XLP3Ow_t3_imageedit/render.png,success,81.0,,,73.0
1257w-dnPJ18q1Q2E,2,2-Element Layout Swap,"layout,global","Swap the headline and the main image positions, placing the woman’s portrait centered top and the title centered in the lower half, preserving equal side margins for balance.",imageedit,gemini/gemini-2.5-pro,1257w-dnPJ18q1Q2E_t2_imageedit,../edits/1257w-dnPJ18q1Q2E_t2_imageedit/spec.json,../edits/1257w-dnPJ18q1Q2E_t2_imageedit/render.png,success,78.0,,,98.0
1600w-VLAmdFwJm1I,6,Copy Expansion,"text,layout,global","Expand 'VIVID MARKETING' into a paragraph: Vivid Marketing unites teams with clear plans, shared goals, and real‑time insights, enabling smoother collaboration, faster approvals, and consistent campaign execution across channels.",imageedit,gemini/gemini-2.5-pro,1600w-VLAmdFwJm1I_t6_imageedit,../edits/1600w-VLAmdFwJm1I_t6_imageedit/spec.json,../edits/1600w-VLAmdFwJm1I_t6_imageedit/render.png,success,71.0,93.0,-22.0,0.0
1280w-l2k_WnNosUU,7,Image Replacement,"image,layout,local",Replace the colorful starburst day badges and rounded event bars with minimalist monochrome corporate agenda bars and simple circle day markers.,imageedit,gemini/gemini-2.5-pro,1280w-l2k_WnNosUU_t7_imageedit,../edits/1280w-l2k_WnNosUU_t7_imageedit/spec.json,../edits/1280w-l2k_WnNosUU_t7_imageedit/render.png,success,71.0,76.0,-5.0,58.0
1600w-NwdmmHkEOxk,13,Add Secondary Text Block,"text,layout,local","Add a small italic subtitle below “Together, We Can Make a Difference”: “Small acts create big change.” in deep forest green.",imageedit,gemini/gemini-2.5-pro,1600w-NwdmmHkEOxk_t13_imageedit,../edits/1600w-NwdmmHkEOxk_t13_imageedit/spec.json,../edits/1600w-NwdmmHkEOxk_t13_imageedit/render.png,success,61.0,40.0,21.0,65.0
1600w-DVXZyB158ss,6,Copy Expansion,"text,layout,global","Expand the body paragraph under “ABOUT ME” to 2–3× length with cohesive lorem ipsum, preserving tone and existing alignment to test wrapping and layout balance.",imageedit,gemini/gemini-2.5-pro,1600w-DVXZyB158ss_t6_imageedit,../edits/1600w-DVXZyB158ss_t6_imageedit/spec.json,../edits/1600w-DVXZyB158ss_t6_imageedit/render.png,success,77.0,86.0,-9.0,98.0
1600w-Vu6fJpXHfB0,3,Global Layout Change,"layout,global","Reflow to a two-column layout: pin the question mark left; stack 'DID YOU KNOW' above the fact text right, center-aligned with generous whitespace.",imageedit,gemini/gemini-2.5-pro,1600w-Vu6fJpXHfB0_t3_imageedit,../edits/1600w-Vu6fJpXHfB0_t3_imageedit/spec.json,../edits/1600w-Vu6fJpXHfB0_t3_imageedit/render.png,success,82.0,91.0,-9.0,86.0
1600w-laANf5rvLUw,4,Object Removal,"layout,local","Remove the top-right portrait; move the “GIRL’S PARTY” heading and body copy rightward to fill the space, keeping left alignment and avoiding overlap with the 2004 figures.",imageedit,gemini/gemini-2.5-pro,1600w-laANf5rvLUw_t4_imageedit,../edits/1600w-laANf5rvLUw_t4_imageedit/spec.json,../edits/1600w-laANf5rvLUw_t4_imageedit/render.png,success,40.0,58.0,-18.0,100.0
1257w-dnPJ18q1Q2E,12,Contrast & Readability Enhancement,"color,style,local",Add a semi-transparent deep maroon (#5A0F0F) horizontal band behind the bottom cast names and tiny credits to boost contrast against the red background and jacket.,imageedit,gemini/gemini-2.5-pro,1257w-dnPJ18q1Q2E_t12_imageedit,../edits/1257w-dnPJ18q1Q2E_t12_imageedit/spec.json,../edits/1257w-dnPJ18q1Q2E_t12_imageedit/render.png,success,78.0,,,78.0
1600w-NcQMz5zOIyQ,6,Copy Expansion,"text,layout,global","Expand the bottom “YOU ARE INVITED” into: “You’re invited to dance, celebrate, and enjoy tonight!” with wrapping.",imageedit,gemini/gemini-2.5-pro,1600w-NcQMz5zOIyQ_t6_imageedit,../edits/1600w-NcQMz5zOIyQ_t6_imageedit/spec.json,../edits/1600w-NcQMz5zOIyQ_t6_imageedit/render.png,success,96.0,62.0,34.0,100.0
1600w-mQV8WxekDho,9,Accent Recolor,"color,local",Recolor the “DON’T MISS OUT” headline’s yellow outline to crisp white (#FFFFFF).,imageedit,gemini/gemini-2.5-pro,1600w-mQV8WxekDho_t9_imageedit,../edits/1600w-mQV8WxekDho_t9_imageedit/spec.json,../edits/1600w-mQV8WxekDho_t9_imageedit/render.png,success,70.0,61.0,9.0,100.0
900w-8g4EBLeikgE,12,Contrast & Readability Enhancement,"color,style,local","Add a thin cream (#F4E7D7) stroke around the ""Fast, Fresh & Delicious"" script to improve legibility against the mustard ""LUNCH TIMES"" background.",imageedit,gemini/gemini-2.5-pro,900w-8g4EBLeikgE_t12_imageedit,../edits/900w-8g4EBLeikgE_t12_imageedit/spec.json,../edits/900w-8g4EBLeikgE_t12_imageedit/render.png,success,80.0,88.0,-8.0,100.0
1600w-ROAkphj1zsA,5,Object Addition,"layout,local","Add a small deep forest green mountain icon with a red flag above the exclamation mark, left-aligned with the headline, to fill the top-left space and balance the layout.",imageedit,gemini/gemini-2.5-pro,1600w-ROAkphj1zsA_t5_imageedit,../edits/1600w-ROAkphj1zsA_t5_imageedit/spec.json,../edits/1600w-ROAkphj1zsA_t5_imageedit/render.png,success,97.0,98.0,-1.0,100.0
900w-hCJXZqhSZiw,0,Color Palette Variation,"color,global","Recolor background to deep charcoal #111216; change all circles to cool slate blues (#2E3A47, #364656, #3E5063, #485B6E, #516777, #5C7384); set all text to ivory #F7F6F2.",imageedit,gemini/gemini-2.5-pro,900w-hCJXZqhSZiw_t0_imageedit,../edits/900w-hCJXZqhSZiw_t0_imageedit/spec.json,../edits/900w-hCJXZqhSZiw_t0_imageedit/render.png,success,58.0,,,26.0
1131w-sSnAV2dB_qg,10,Background Replacement,"image,color,global","Replace the cloudy background with a dark charcoal (#111111) to navy (#0B2345) gradient featuring faint bokeh glows, preserving clear contrast around the subject’s silhouette and all text.",imageedit,gemini/gemini-2.5-pro,1131w-sSnAV2dB_qg_t10_imageedit,../edits/1131w-sSnAV2dB_qg_t10_imageedit/spec.json,../edits/1131w-sSnAV2dB_qg_t10_imageedit/render.png,success,95.0,94.0,1.0,83.0
1600w-mQV8WxekDho,6,Copy Expansion,"text,layout,global","Expand the 'OUR EXCLUSIVE SALE PROMOTION EVENT IS HERE!' block into a 2–3× longer uppercase paragraph in white, centered beneath the headline, preserving playful tone and balanced spacing.",imageedit,gemini/gemini-2.5-pro,1600w-mQV8WxekDho_t6_imageedit,../edits/1600w-mQV8WxekDho_t6_imageedit/spec.json,../edits/1600w-mQV8WxekDho_t6_imageedit/render.png,success,70.0,61.0,9.0,62.0
848w-a7AVmpGZf5E,9,Accent Recolor,"color,local",Change the bottom rounded CTA button color to cobalt blue #2563EB.,imageedit,gemini/gemini-2.5-pro,848w-a7AVmpGZf5E_t9_imageedit,../edits/848w-a7AVmpGZf5E_t9_imageedit/spec.json,../edits/848w-a7AVmpGZf5E_t9_imageedit/render.png,success,70.0,,,82.0
1600w-eqZAnXprFhg,5,Object Addition,"layout,local","Add a small white lightbulb icon to the upper-right of the orange header bar, right of the “Explore ideas…” text, matching line weight and centered vertically.",imageedit,gemini/gemini-2.5-pro,1600w-eqZAnXprFhg_t5_imageedit,../edits/1600w-eqZAnXprFhg_t5_imageedit/spec.json,../edits/1600w-eqZAnXprFhg_t5_imageedit/render.png,success,71.0,58.0,13.0,98.0
1600w-jlhsA8F30Lk,4,Object Removal,"layout,local","Remove the megaphone illustration; enlarge and shift the speech bubble slightly left to fill space, keeping “WE ARE OPEN TODAY” centered and the time aligned bottom-right inside.",imageedit,gemini/gemini-2.5-pro,1600w-jlhsA8F30Lk_t4_imageedit,../edits/1600w-jlhsA8F30Lk_t4_imageedit/spec.json,../edits/1600w-jlhsA8F30Lk_t4_imageedit/render.png,success,76.0,82.0,-6.0,41.0
1600w-Rx4XBLKvk68,10,Background Replacement,"image,color,global",Replace the plain light-gray background with a soft off-white-to-sage gradient (#F8F8F5→#D7E4D1) to create calm depth while preserving clear contrast with green headline and central subject.,imageedit,gemini/gemini-2.5-pro,1600w-Rx4XBLKvk68_t10_imageedit,../edits/1600w-Rx4XBLKvk68_t10_imageedit/spec.json,../edits/1600w-Rx4XBLKvk68_t10_imageedit/render.png,success,73.0,74.0,-1.0,100.0
1257w-dnPJ18q1Q2E,3,Global Layout Change,"layout,global","Reflow into a vertical split layout: left half full-bleed image; right half solid #C52B24 with tagline top, stacked title below, cast names mid, credits bottom, all right-aligned.",imageedit,gemini/gemini-2.5-pro,1257w-dnPJ18q1Q2E_t3_imageedit,../edits/1257w-dnPJ18q1Q2E_t3_imageedit/spec.json,../edits/1257w-dnPJ18q1Q2E_t3_imageedit/render.png,success,78.0,,,12.0
1600w-eqZAnXprFhg,14,Theme Restyling,"style,color,global","Recolor into a winter holiday theme: set background #F4F8FB, header and central box deep navy #0A2E5C gradient, change all nodes to frosty blues/silver (#E6F0FA, #B6C9E3, #DDE3EB); preserve layout.",imageedit,gemini/gemini-2.5-pro,1600w-eqZAnXprFhg_t14_imageedit,../edits/1600w-eqZAnXprFhg_t14_imageedit/spec.json,../edits/1600w-eqZAnXprFhg_t14_imageedit/render.png,success,71.0,58.0,13.0,63.0
1280w-l2k_WnNosUU,10,Background Replacement,"image,color,global","Replace the peach background with a dark slate #1E293B–#0F172A vertical gradient to create an evening mood, keeping all colored event bars and text clearly legible.",imageedit,gemini/gemini-2.5-pro,1280w-l2k_WnNosUU_t10_imageedit,../edits/1280w-l2k_WnNosUU_t10_imageedit/spec.json,../edits/1280w-l2k_WnNosUU_t10_imageedit/render.png,success,71.0,76.0,-5.0,85.0
1257w-dnPJ18q1Q2E,8,Typography Style Shift,"text,style,global",Switch “THE STORY OF OUR LOVE” to a tall serif font to shift the tone from bold to elegant.,imageedit,gemini/gemini-2.5-pro,1257w-dnPJ18q1Q2E_t8_imageedit,../edits/1257w-dnPJ18q1Q2E_t8_imageedit/spec.json,../edits/1257w-dnPJ18q1Q2E_t8_imageedit/render.png,success,78.0,,,72.0
1135w-e1BT38mksX0,9,Accent Recolor,"color,local","Recolor the ""HALLOWEEN"" headline text to deep purple #6A3CBC.",imageedit,gemini/gemini-2.5-pro,1135w-e1BT38mksX0_t9_imageedit,../edits/1135w-e1BT38mksX0_t9_imageedit/spec.json,../edits/1135w-e1BT38mksX0_t9_imageedit/render.png,success,50.0,55.0,-5.0,100.0
624w-UZhVzgGhAZA,11,Hierarchy Adjustment,"layout,text,global",Scale the fruit illustration to huge and center it; shrink “LUNCH HOURS EVERY DAY” to smaller body size below so the image becomes the dominant focal point.,imageedit,gemini/gemini-2.5-pro,624w-UZhVzgGhAZA_t11_imageedit,../edits/624w-UZhVzgGhAZA_t11_imageedit/spec.json,../edits/624w-UZhVzgGhAZA_t11_imageedit/render.png,success,75.0,62.0,13.0,0.0
1257w-w-iZnixy-TU,4,Object Removal,"layout,local","Remove the white star icon under the shirt; scale up and vertically center “CLUB CLASSICS” slightly to fill the gap, keeping the shirt and bottom information bar unchanged.",imageedit,gemini/gemini-2.5-pro,1257w-w-iZnixy-TU_t4_imageedit,../edits/1257w-w-iZnixy-TU_t4_imageedit/spec.json,../edits/1257w-w-iZnixy-TU_t4_imageedit/render.png,success,58.0,76.0,-18.0,100.0
1131w-Cn6h5Tqrn10,1,Translation,"text,global","Translate 'Daily Motivation' to 'Motivación diaria' and the headline to '“Mantente inspirado, nunca dejes de crear”'.",imageedit,gemini/gemini-2.5-pro,1131w-Cn6h5Tqrn10_t1_imageedit,../edits/1131w-Cn6h5Tqrn10_t1_imageedit/spec.json,../edits/1131w-Cn6h5Tqrn10_t1_imageedit/render.png,success,40.0,,,58.0
1600w-DVXZyB158ss,9,Accent Recolor,"color,local","Recolor the ""ABOUT ME"" heading to deep forest green #184D3A.",imageedit,gemini/gemini-2.5-pro,1600w-DVXZyB158ss_t9_imageedit,../edits/1600w-DVXZyB158ss_t9_imageedit/spec.json,../edits/1600w-DVXZyB158ss_t9_imageedit/render.png,success,77.0,86.0,-9.0,100.0
1600w-7YZFYlcCTPk,6,Copy Expansion,"text,layout,global","Expand “STAY TUNED” into body paragraph: “Stay tuned for exciting updates—our big reveal is near. We’re finalizing details and can’t wait to share more, so keep watching this space.”",imageedit,gemini/gemini-2.5-pro,1600w-7YZFYlcCTPk_t6_imageedit,../edits/1600w-7YZFYlcCTPk_t6_imageedit/spec.json,../edits/1600w-7YZFYlcCTPk_t6_imageedit/render.png,success,68.0,75.0,-7.0,53.0
1600w-xCuy4vLKWKc,1,Translation,"text,global",Translate all on-image text to Spanish: “Cómo crear una lista de correo desde cero” and button “Desliza para ver consejos”.,imageedit,gemini/gemini-2.5-pro,1600w-xCuy4vLKWKc_t1_imageedit,../edits/1600w-xCuy4vLKWKc_t1_imageedit/spec.json,../edits/1600w-xCuy4vLKWKc_t1_imageedit/render.png,success,58.0,59.0,-1.0,44.0
1131w-zsrhBwj_J58,9,Accent Recolor,"color,local",Recolor the “RETRO REWIND” headline to deep forest green #184D3A to heighten emphasis while harmonizing with the green statue and gray background.,imageedit,gemini/gemini-2.5-pro,1131w-zsrhBwj_J58_t9_imageedit,../edits/1131w-zsrhBwj_J58_t9_imageedit/spec.json,../edits/1131w-zsrhBwj_J58_t9_imageedit/render.png,success,72.0,69.0,3.0,100.0
1143w-6-Ht1iOh8uw,9,Accent Recolor,"color,local","Change the ""MONDAY"" text color to deep red #C81D25.",imageedit,gemini/gemini-2.5-pro,1143w-6-Ht1iOh8uw_t9_imageedit,../edits/1143w-6-Ht1iOh8uw_t9_imageedit/spec.json,../edits/1143w-6-Ht1iOh8uw_t9_imageedit/render.png,success,67.0,90.0,-23.0,100.0
1280w-IV5gw4zs55c,14,Theme Restyling,"style,color,global","Convert to a festive holiday theme by changing background bands to deep forest green #184D3A, ruby #B2002D, and gold #E0B12E, adding subtle holly near the paperclip; keep layout unchanged.",imageedit,gemini/gemini-2.5-pro,1280w-IV5gw4zs55c_t14_imageedit,../edits/1280w-IV5gw4zs55c_t14_imageedit/spec.json,../edits/1280w-IV5gw4zs55c_t14_imageedit/render.png,success,91.0,14.0,77.0,62.0
1600w-p1o6ND26wWg,6,Copy Expansion,"text,layout,global","Expand the bottom paragraph below the drink to 2–3× length, preserving friendly studio tone, sans-serif styling, and current alignment, to test wrapping and overflow without shifting overall layout.",imageedit,gemini/gemini-2.5-pro,1600w-p1o6ND26wWg_t6_imageedit,../edits/1600w-p1o6ND26wWg_t6_imageedit/spec.json,../edits/1600w-p1o6ND26wWg_t6_imageedit/render.png,success,93.0,98.0,-5.0,55.0
1131w-50t2MzJLmsM,4,Object Removal,"layout,local",Remove the two dashed divider lines in the bottom info block; slightly increase line spacing and vertically center the three text lines within the lower-left area.,imageedit,gemini/gemini-2.5-pro,1131w-50t2MzJLmsM_t4_imageedit,../edits/1131w-50t2MzJLmsM_t4_imageedit/spec.json,../edits/1131w-50t2MzJLmsM_t4_imageedit/render.png,success,73.0,86.0,-13.0,55.0
