template_id,edit_type_id,edit_type,categories,instruction
1600w-jlhsA8F30Lk,14,Theme Restyling,"style,color,global","Replace current look with a winter holiday theme using deep forest green '#184D3A' and white, headline 'HOLIDAY HOURS TODAY' in uppercase bold, preserving the speech bubble layout."
1600w-laANf5rvLUw,0,Color Palette Variation,"color,global","Re-theme the poster to dark mode: background #0B0F1A, recolor furry numbers to neon teal #10E7C0, set all text to warm white, preserve photo colors."
1600w-laANf5rvLUw,1,Translation,"text,global","Translate all visible text to Spanish; change ""GIRL’S PARTY"" to ""Fiesta de chicas"" and ""SATURDAY 8 PM"" to ""Sábado, 8 p. m."""
1600w-laANf5rvLUw,2,2-Element Layout Swap,"layout,global","Swap positions of the ""GIRL’S PARTY"" headline and the top-right portrait, aligning each to the other’s original spot for balanced spacing."
1600w-laANf5rvLUw,3,Global Layout Change,"layout,global","Switch to a three-section layout: full-width hero featuring 2004; two-column content with text left, photo stack right; fixed footer consolidating date, time, address, and website."
1600w-laANf5rvLUw,4,Object Removal,"layout,local","Remove the top-right portrait; move the “GIRL’S PARTY” heading and body copy rightward to fill the space, keeping left alignment and avoiding overlap with the 2004 figures."
1600w-laANf5rvLUw,5,Object Addition,"layout,local","Add a small silver disco ball illustration near the top-left, tucked above “GIRL’S PARTY,” to reinforce the theme and balance the image weight on the right."
1600w-laANf5rvLUw,6,Copy Expansion,"text,layout,global","Expand the food-and-activities paragraph under GIRL’S PARTY to 2–3× length, adding more snacks, activities, and friendly hosting tips, ensuring balanced line breaks and consistent sans-serif body style."
1600w-laANf5rvLUw,7,Image Replacement,"image,layout,local",Replace the oversized pink furry “2004” numbers with shiny silver metallic balloon “2004” numbers.
1600w-laANf5rvLUw,8,Typography Style Shift,"text,style,global",Switch the 'GIRL’S PARTY' headline to a tall serif for a more elegant tone.
1600w-laANf5rvLUw,9,Accent Recolor,"color,local","Recolor the ""GIRL'S PARTY"" headline to deep forest green (#184D3A)."
1600w-laANf5rvLUw,10,Background Replacement,"image,color,global","Replace the flat gray background with a soft blush-to-peach gradient (#FDE2EA to #FFD3A8) with subtle bokeh, maintaining strong contrast for black text and the pink furry numbers."
1600w-laANf5rvLUw,11,Hierarchy Adjustment,"layout,text,global","Scale ""GIRL’S PARTY"" to a huge uppercase bold title and center it."
1600w-laANf5rvLUw,12,Contrast & Readability Enhancement,"color,style,local",Place a semi-transparent white (70%) rectangle behind the body paragraph under “GIRL’S PARTY” to increase readability against the nearby pink fur texture.
1600w-laANf5rvLUw,13,Add Secondary Text Block,"text,layout,local","Add a small italic subtitle 'Good vibes, sweet treats, endless laughs' centered above the big pink 0, in deep forest green, to balance the top-middle space."
1600w-laANf5rvLUw,14,Theme Restyling,"style,color,global","Recolor the entire design to a festive holiday palette: background deep forest green #184D3A, furry 2024 rich crimson #B5121B, text warm cream, preserving the layout."
1600w-m4qQZp-grvQ,0,Color Palette Variation,"color,global",Replace the desert photo with a deep slate-blue gradient backdrop (#0E2238 to #1F3A56) to convert the palette to cool dark while preserving current typography.
1600w-m4qQZp-grvQ,1,Translation,"text,global","Translate the headline ""BRAND PROPOSAL"" to Japanese ""ブランド提案"" and the oval text ""BORCELLE"" to ""ボルセル""."
1600w-m4qQZp-grvQ,2,2-Element Layout Swap,"layout,global","Swap positions of the desert photo and the ""BRAND PROPOSAL"" headline, placing the headline at the top center and moving the image below with equal left/right margins."
1600w-m4qQZp-grvQ,3,Global Layout Change,"layout,global","Recompose to a two-column layout: left full-bleed photo, right cream panel; relocate BORCELLE to top-right; rotate and stack BRAND PROPOSAL vertically along right edge with ample padding."
1600w-m4qQZp-grvQ,4,Object Removal,"layout,local","Remove the white oval around “BORCELLE” and enlarge the “BORCELLE” text to small title size, centered over the subject, to balance with the bottom “BRAND PROPOSAL” heading."
1600w-m4qQZp-grvQ,5,Object Addition,"layout,local","Add a small minimalist compass icon in #B22222 to the top-right sky area, aligning with the title’s red and balancing the layout."
1600w-m4qQZp-grvQ,6,Copy Expansion,"text,layout,global","Add a small sans-serif paragraph in #444 centered on the cream band beneath “BRAND PROPOSAL,” 50–70 words summarizing Borcelle’s brand vision and value proposition to test wrapping."
1600w-m4qQZp-grvQ,7,Image Replacement,"image,layout,local","Replace the main desert scene with a similar rear-view composition of a person walking through a snow-covered alpine landscape for a colder, serene mood."
1600w-m4qQZp-grvQ,8,Typography Style Shift,"text,style,global","Switch the ""BRAND PROPOSAL"" headline to a tall serif in light weight uppercase for an elegant tone."
1600w-m4qQZp-grvQ,9,Accent Recolor,"color,local",Recolor the “BRAND PROPOSAL” headline from red to warm terracotta #B04A2E to harmonize with the desert tones while retaining strong emphasis.
1600w-m4qQZp-grvQ,10,Background Replacement,"image,color,global","Replace the desert background with a twilight cityscape in deep blues and soft bokeh lights, ensuring the walking subject remains sharp and the logo and headline stay high-contrast."
1600w-m4qQZp-grvQ,11,Hierarchy Adjustment,"layout,text,global","Increase the “BORCELLE” oval logo to a huge, centered scale so it dominates the composition, shifting focus away from the red “BRAND PROPOSAL” headline."
1600w-m4qQZp-grvQ,12,Contrast & Readability Enhancement,"color,style,local",Add a semi-transparent deep charcoal (#1E1E1E) oval fill inside the existing white outline behind “BORCELLE” to improve contrast against the beige jacket.
1600w-m4qQZp-grvQ,13,Add Secondary Text Block,"text,layout,local",Add a small uppercase sans-serif subtitle 'Refining BORCELLE’s identity for 2025' centered above the red 'BRAND PROPOSAL' text in #6B6B6B to fill the negative space.
1600w-m4qQZp-grvQ,14,Theme Restyling,"style,color,global","Replace the desert photo with a snowy evergreen landscape to create a winter holiday theme, keeping the BORCELLE logo and “BRAND PROPOSAL” placement and typography unchanged."
1600w-mQV8WxekDho,0,Color Palette Variation,"color,global",Recolor: replace blue background with warm cream #FFF3E0; switch magenta headline to deep navy #0B1F4D with coral outline #FF6B6B and teal shadow #1CC5B7; keep supporting text charcoal #222.
1600w-mQV8WxekDho,1,Translation,"text,global","Translate text to French: 'VOTRE LOGO', 'NE MANQUEZ PAS', 'NOTRE PROMOTION EXCLUSIVE EST LÀ !', 'AOÛT - NOV. 2099', '123 RUE ANYWHERE, ANY CITY, ST 12345'; keep handle/URL."
1600w-mQV8WxekDho,2,2-Element Layout Swap,"layout,global","Swap the center headline “DON’T MISS OUT” with “YOUR LOGO,” placing the headline top-center and the logo centered large where the headline currently sits."
1600w-mQV8WxekDho,3,Global Layout Change,"layout,global","Rebuild as a clean two-column layout: place “DON’T MISS OUT” spanning full height left, move logo and tagline top-right, stack date/address/contacts below, align stars along column gutters."
1600w-mQV8WxekDho,4,Object Removal,"layout,local","Remove the small white star icons; slightly enlarge and recenter the ""DON'T MISS OUT"" group to fill the space while keeping the bottom info row aligned."
1600w-mQV8WxekDho,5,Object Addition,"layout,local","Add a small white megaphone illustration in the top-left empty space near ""YOUR LOGO"" to balance the composition."
1600w-mQV8WxekDho,6,Copy Expansion,"text,layout,global","Expand the 'OUR EXCLUSIVE SALE PROMOTION EVENT IS HERE!' block into a 2–3× longer uppercase paragraph in white, centered beneath the headline, preserving playful tone and balanced spacing."
1600w-mQV8WxekDho,7,Image Replacement,"image,layout,local","Replace the playful starry blue grid background with a sleek dark tech-themed circuit pattern, maintaining the central bold headline placement."
1600w-mQV8WxekDho,8,Typography Style Shift,"text,style,global","Change the ""DON'T MISS OUT"" headline to a tall serif."
1600w-mQV8WxekDho,9,Accent Recolor,"color,local",Recolor the “DON’T MISS OUT” headline’s yellow outline to crisp white (#FFFFFF).
1600w-mQV8WxekDho,10,Background Replacement,"image,color,global","Replace the blue grid background with a deep navy-to-black radial gradient featuring subtle soft bokeh, enhancing contrast while keeping the central text fully legible."
1600w-mQV8WxekDho,11,Hierarchy Adjustment,"layout,text,global","Make “OUR EXCLUSIVE SALE PROMOTION EVENT IS HERE!” huge and centered, demoting “DON’T MISS OUT” to medium below."
1600w-mQV8WxekDho,12,Contrast & Readability Enhancement,"color,style,local",Add a subtle dark-blue (#1E2A78) shadow to the white tagline and footer text to boost contrast against the light-blue grid background.
1600w-mQV8WxekDho,13,Add Secondary Text Block,"text,layout,local","Insert a small italic sans-serif subtitle ""Limited-time deals, while supplies last"" centered between ""YOUR LOGO"" and ""DON'T MISS OUT,"" in white #FFFFFF."
1600w-mQV8WxekDho,14,Theme Restyling,"style,color,global","Restyle for winter holidays: change background to deep forest green, switch star doodles to white snowflakes, and recolor title to candy-cane red/white stripes while preserving layout."
1600w-p1o6ND26wWg,0,Color Palette Variation,"color,global","Recolor the background to deep forest green #184D3A, change all black text to warm ivory #F5F1E7, and set the pill labels to ivory fill with #184D3A text and stroke."
1600w-p1o6ND26wWg,1,Translation,"text,global","Translate all copy to Spanish: headline “PAUSA CORTA”, tag “ESTUDIO SHODWE”, button “NUEVA PUBLICACIÓN”, and localize the paragraph accordingly."
1600w-p1o6ND26wWg,2,2-Element Layout Swap,"layout,global","Swap positions: move the iced coffee cup to the left third and shift the “SHORT BREAK” headline to a right-aligned block on the right, preserving overall balance."
1600w-p1o6ND26wWg,3,Global Layout Change,"layout,global","Rebuild into a two-column layout: left column full-height cup; right column stack 'SHORT BREAK' title, body text, and both pills at top, with generous margins and centered alignment."
1600w-p1o6ND26wWg,4,Object Removal,"layout,local",Remove the “NEW POST” pill; center the “STUDIO SHODWE” badge at the top and slightly raise the cup to maintain visual balance and readability.
1600w-p1o6ND26wWg,5,Object Addition,"layout,local",Add a small outlined clock icon in #222 centered between the two top pill buttons to emphasize the break theme and fill the negative space.
1600w-p1o6ND26wWg,6,Copy Expansion,"text,layout,global","Expand the bottom paragraph below the drink to 2–3× length, preserving friendly studio tone, sans-serif styling, and current alignment, to test wrapping and overflow without shifting overall layout."
1600w-p1o6ND26wWg,7,Image Replacement,"image,layout,local","Replace the central iced coffee cup with a lush potted succulent, maintaining the same scale, lighting, and central placement against the bold text."
1600w-p1o6ND26wWg,8,Typography Style Shift,"text,style,global",Switch “SHORT BREAK” headline to a tall serif uppercase for an elegant tone.
1600w-p1o6ND26wWg,9,Accent Recolor,"color,local",Recolor the oversized “SHORT BREAK” text from black to rich coffee brown #5A3A2E to harmonize with the iced coffee.
1600w-p1o6ND26wWg,10,Background Replacement,"image,color,global","Replace the light gray background with a soft warm beige (#F5E9DA) paper texture that evokes café vibes, keeping the drink and black “SHORT BREAK” text clearly legible."
1600w-p1o6ND26wWg,11,Hierarchy Adjustment,"layout,text,global","Enlarge the iced coffee image to occupy roughly 70% of canvas height and center it, letting it overlap the 'SHORT BREAK' text to become the main focal point."
1600w-p1o6ND26wWg,12,Contrast & Readability Enhancement,"color,style,local",Add a subtle #FFFFFF outer glow around the iced coffee cup to increase separation from the black “SHORT BREAK” text and improve legibility.
1600w-p1o6ND26wWg,13,Add Secondary Text Block,"text,layout,local",Add a small italic sans-serif subtitle “Refilling our creativity soon” centered at the top between the badges in #333.
1600w-p1o6ND26wWg,14,Theme Restyling,"style,color,global",Restyle for winter holidays: keep layout; use snow-white background with subtle snowflakes; recolor buttons and headline deep forest green with holly red accents; swap drink for a peppermint latte.
1600w-qWWXRzbWBOk,0,Color Palette Variation,"color,global",Replace the dominant azure-blue and cream gradient palette with a deep forest green-to-teal twilight gradient; switch text and star accents to warm ivory #FFF4E6 for high contrast.
1600w-qWWXRzbWBOk,1,Translation,"text,global","Replace the headline text with Spanish: ""Cada día es una nueva oportunidad"", preserving the existing typographic hierarchy."
1600w-qWWXRzbWBOk,2,2-Element Layout Swap,"layout,global","Swap the two text lines: move “a new chance” above and “Every day is” below, keeping both centered and maintaining equal vertical spacing for balance."
1600w-qWWXRzbWBOk,3,Global Layout Change,"layout,global","Rebuild as a two-column layout: left column holds the quote block, right column gathers all decorative shapes, with wide gutters and generous top/bottom padding, overall left-aligned."
1600w-qWWXRzbWBOk,4,Object Removal,"layout,local",Remove the faint oval ring around the quote and vertically center the two-line text within the blue gradient.
1600w-qWWXRzbWBOk,5,Object Addition,"layout,local",Add a small soft #FFDFA0 sunrise icon with thin white rays at the lower-left corner to balance the composition.
1600w-qWWXRzbWBOk,6,Copy Expansion,"text,layout,global","Expand the centered quote to: ""Every day is a new chance to begin again, grow kinder, learn, and move steadily forward,"" keeping existing style and centered alignment."
1600w-qWWXRzbWBOk,7,Image Replacement,"image,layout,local","Swap the dreamy blue starry-sky gradient background and sparkles for a warm pastel sunrise gradient with soft clouds, preserving the centered quote and oval accent."
1600w-qWWXRzbWBOk,8,Typography Style Shift,"text,style,global",Replace the “a new chance” line’s cursive with a clean sans-serif.
1600w-qWWXRzbWBOk,9,Accent Recolor,"color,local",Change the “a new chance” text color to soft gold #F4D27A.
1600w-qWWXRzbWBOk,10,Background Replacement,"image,color,global","Replace the blue gradient background with a warm golden sunrise sky with soft clouds, leaving a slightly darker center behind the white quote to maintain readability."
1600w-qWWXRzbWBOk,11,Hierarchy Adjustment,"layout,text,global","Shrink the quote substantially and move it to the bottom-right, making the central blue gradient with sparkles the dominant focal area."
1600w-qWWXRzbWBOk,12,Contrast & Readability Enhancement,"color,style,local",Add a subtle deep navy (#0B2A4D) soft drop shadow to all white text to boost contrast against the bright lower-right gradient.
1600w-qWWXRzbWBOk,13,Add Secondary Text Block,"text,layout,local","Add a small italic sans-serif subtitle, “Begin again today,” centered near the bottom under the quote in #F7F2E8."
1600w-qWWXRzbWBOk,14,Theme Restyling,"style,color,global","Transform into a winter holiday theme: switch blue gradient to deep forest green and cranberry, swap stars for snowflakes, and change quote to warm white with gold sparkles."
1600w-u6z_9iKj-iQ,0,Color Palette Variation,"color,global","Convert the dark teal/blue and warm orange palette to a light festive scheme: ivory #FFF7E6 background, saffron #F5A524 accents, and charcoal #202020 text for strong contrast."
1600w-u6z_9iKj-iQ,1,Translation,"text,global","Translate the headline and subheading to Spanish: replace ""Happy DIWALI"" with ""Feliz Diwali"" and ""FESTIVAL OF LIGHTS"" with ""Festival de las Luces"", maintaining current typography and layout."
1600w-u6z_9iKj-iQ,2,2-Element Layout Swap,"layout,global","Swap positions of “Happy DIWALI” headline and diya row, placing the headline bottom-center and the diyas higher, keeping centered alignment."
1600w-u6z_9iKj-iQ,3,Global Layout Change,"layout,global","Transform into a vertical split layout: left half full-bleed candle image; right half solid deep navy hosting centered stacked headline/subheading and icon, with wide margins and balanced spacing."
1600w-u6z_9iKj-iQ,4,Object Removal,"layout,local",Remove the small white star icon at bottom-right; slightly lower and center “FESTIVAL OF LIGHTS” beneath “DIWALI” to maintain balance and readability.
1600w-u6z_9iKj-iQ,5,Object Addition,"layout,local",Add a small #F5C542 rangoli icon near the lower-left edge to balance the tiny bottom-right accent.
1600w-u6z_9iKj-iQ,6,Copy Expansion,"text,layout,global","Replace the ""FESTIVAL OF LIGHTS"" line with: ""Festival of Lights—celebrating hope, prosperity, and togetherness."""
1600w-u6z_9iKj-iQ,7,Image Replacement,"image,layout,local","Replace the row of lit clay diyas with a row of softly glowing paper lanterns on a twilight street, keeping the shallow bokeh background and warm, festive mood."
1600w-u6z_9iKj-iQ,8,Typography Style Shift,"text,style,global",Replace the “DIWALI” headline with uppercase tall serif lettering for a more elegant tone.
1600w-u6z_9iKj-iQ,9,Accent Recolor,"color,local","Recolor the ""DIWALI"" headline to warm saffron #FFA726."
1600w-u6z_9iKj-iQ,10,Background Replacement,"image,color,global","Replace the teal bokeh background with a deep maroon velvet texture, increasing contrast so the white “DIWALI” title and glowing diyas remain crisp and legible."
1600w-u6z_9iKj-iQ,11,Hierarchy Adjustment,"layout,text,global",Demote the “DIWALI” headline to small uppercase at the top margin so the central diya becomes the primary focal point.
1600w-u6z_9iKj-iQ,12,Contrast & Readability Enhancement,"color,style,local","Add a translucent dark teal (#0D2B36) gradient overlay across the upper third, fading downward, to improve contrast behind “Happy,” “DIWALI,” and “FESTIVAL OF LIGHTS” text."
1600w-u6z_9iKj-iQ,13,Add Secondary Text Block,"text,layout,local",Add a small italic supporting line “May your home glow with joy and prosperity” centered above the bottom row of diyas in warm gold #F2C14E.
1600w-u6z_9iKj-iQ,14,Theme Restyling,"style,color,global","Restyle for Christmas: replace diyas with red-green candles, change headline to uppercase bold 'MERRY CHRISTMAS' and subhead to 'Season of Joy', shift palette to #184D3A and crimson, keep layout."
1600w-xCuy4vLKWKc,0,Color Palette Variation,"color,global",Recolor palette: set background to soft ivory #F7F4EF; change all text and button outline to deep forest green #184D3A; tint secondary text and dot pattern muted sage #8FAF9E.
1600w-xCuy4vLKWKc,1,Translation,"text,global",Translate all on-image text to Spanish: “Cómo crear una lista de correo desde cero” and button “Desliza para ver consejos”.
1600w-xCuy4vLKWKc,2,2-Element Layout Swap,"layout,global","Swap the headline text block with the 'Swipe for tips' button, placing the button in the headline’s position and the headline in the button’s, keeping left alignment."
1600w-xCuy4vLKWKc,3,Global Layout Change,"layout,global",Reflow into a two-column layout: stack headline and from scratch center-left with CTA beneath; move handle to bottom-right and dotted pattern to top-right.
1600w-xCuy4vLKWKc,4,Object Removal,"layout,local","Remove the bottom-right dotted grid and the small cursor, then center the outlined “Swipe for tips” button beneath the headline, increasing top and bottom padding for balanced spacing."
1600w-xCuy4vLKWKc,5,Object Addition,"layout,local","Add a small white outlined envelope icon in the top-right empty space, aligned with the header’s baseline, to reinforce the email theme and balance the layout."
1600w-xCuy4vLKWKc,6,Copy Expansion,"text,layout,global",Replace the button text “Swipe for tips” with: “Swipe for tips and quick steps to start today.”
1600w-xCuy4vLKWKc,7,Image Replacement,"image,layout,local",Replace the solid terracotta background with a minimalist desk flat-lay photo featuring ample negative space on the left to retain the current layout.
1600w-xCuy4vLKWKc,8,Typography Style Shift,"text,style,global",Switch the “How to build an email list” headline to a tall serif to create an elegant tone.
1600w-xCuy4vLKWKc,9,Accent Recolor,"color,local","Change the ""Swipe for tips"" button outline color to deep forest green (#184D3A)."
1600w-xCuy4vLKWKc,10,Background Replacement,"image,color,global","Replace the terracotta background with a deep navy (#0B1E3A) solid color to create a sleek, professional mood while maintaining strong contrast for the white and light tan text."
1600w-xCuy4vLKWKc,11,Hierarchy Adjustment,"layout,text,global",Enlarge and center the “Swipe for tips” button with a filled #184D3A background and white uppercase text to make it the primary focal point.
1600w-xCuy4vLKWKc,12,Contrast & Readability Enhancement,"color,style,local","Change the ""from scratch"" text color to #FFFFFF to increase legibility against the terracotta background."
1600w-xCuy4vLKWKc,13,Add Secondary Text Block,"text,layout,local","Add a small sans-serif subtitle to the right of the headline reading “Practical steps to attract your first 1,000 subscribers,” colored #F5E9DF, vertically aligned with the title."
1600w-xCuy4vLKWKc,14,Theme Restyling,"style,color,global","Restyle for winter holidays: switch background to deep forest green #184D3A, set all text ivory, use gold #D4AF37 outline on button, and add subtle snowflake icons in bottom-right dots."
1600w-z8zt2gNZe3I,0,Color Palette Variation,"color,global","Recolor from deep teal/navy with white type to a light-mode palette: background #FAF7F0, main text charcoal #1F1F1F, and accent elements muted copper #B56E3D."
1600w-z8zt2gNZe3I,1,Translation,"text,global","Translate text to Spanish: set quote to 'No importa cuán pequeño sea el logro, debes apreciarlo porque es una forma de crecimiento en los negocios' and 'BUSINESS' to 'NEGOCIOS'."
1600w-z8zt2gNZe3I,2,2-Element Layout Swap,"layout,global","Swap the portrait and quote block, placing the portrait left and right-aligning the quote on the right to maintain visual balance."
1600w-z8zt2gNZe3I,3,Global Layout Change,"layout,global",Reflow to a stacked layout: top row centered quote block; bottom row full-width portrait; move footer to a top header bar with URL left and BUSINESS right.
1600w-z8zt2gNZe3I,4,Object Removal,"layout,local",Remove the @reallygreatsite handle; shift the quote block slightly downward and left to fill the space while staying aligned with the vertical quote line for balanced readability.
1600w-z8zt2gNZe3I,5,Object Addition,"layout,local","Add a small upward-trending line graph icon in #1E90FF below the quote text, left-aligned with @reallygreatsite, to reinforce the growth theme."
1600w-z8zt2gNZe3I,6,Copy Expansion,"text,layout,global","Expand the quote into a 2–3× longer paragraph with two added sentences about small wins building momentum and resilience, preserving left alignment and balanced spacing within the quote column."
1600w-z8zt2gNZe3I,7,Image Replacement,"image,layout,local","Replace the right-side businessman portrait with a similarly framed right-side portrait of a cheerful community volunteer, shifting mood to compassion while retaining the dark teal background."
1600w-z8zt2gNZe3I,8,Typography Style Shift,"text,style,global",Set the main quote in tall serif italic instead of bold sans-serif to create an elegant tone.
1600w-z8zt2gNZe3I,9,Accent Recolor,"color,local",Change the @reallygreatsite text color to coral #FF6B6B.
1600w-z8zt2gNZe3I,10,Background Replacement,"image,color,global","Replace the teal backdrop with a blurred, bright office interior with soft daylight, ensuring strong contrast behind the white quote block and clear separation around the subject."
1600w-z8zt2gNZe3I,11,Hierarchy Adjustment,"layout,text,global",Increase the quote text to huge title size and center it on the canvas to make the quote the dominant focal point.
1600w-z8zt2gNZe3I,12,Contrast & Readability Enhancement,"color,style,local",Recolor the @reallygreatsite handle to #FFFFFF for strong contrast against the dark teal background.
1600w-z8zt2gNZe3I,13,Add Secondary Text Block,"text,layout,local","Add a small uppercase sans-serif subtitle 'Daily reminder: progress adds up' below the main quote in light gray #B0BEC5, left-aligned, to tighten vertical spacing."
1600w-z8zt2gNZe3I,14,Theme Restyling,"style,color,global","Restyle for winter holidays: set background deep forest green with subtle snowflakes, change accents to metallic gold, and place a small gold snowflake beside BUSINESS; keep structure."
1600w-zcHQ3XLP3Ow,0,Color Palette Variation,"color,global","Recolor from dark magenta/indigo to light tech palette: background gradient #F4FBFF→#EAF9F3, accents #2D7FF9/#10B981; change all text to deep charcoal #1F2937 for readability."
1600w-zcHQ3XLP3Ow,1,Translation,"text,global","Translate all visible text to Japanese: ポッドキャスト, テックトーク, テクノロジーについて話そう！, 第1話が公開中！"
1600w-zcHQ3XLP3Ow,2,2-Element Layout Swap,"layout,global","Swap positions of the “tech talk” headline and the “The first episode is now live!” block—place the headline right-aligned and the announcement left-aligned, maintaining equal side padding."
1600w-zcHQ3XLP3Ow,3,Global Layout Change,"layout,global",Convert to a split layout: left half full-bleed abstract; right half solid #0F1115 holding all text stacked; add a bottom-spanning footer bar for the handle and icons.
1600w-zcHQ3XLP3Ow,4,Object Removal,"layout,local","Remove the right-side ""The first episode is now live!"" text; center ""tech talk"" horizontally in the card and nudge the tagline upward slightly for balance."
1600w-zcHQ3XLP3Ow,5,Object Addition,"layout,local","Add a small minimalist microphone icon to the left of the ""podcast"" label at the top-left, in white (#FFFFFF), ensuring spacing aligns with existing text."
1600w-zcHQ3XLP3Ow,6,Copy Expansion,"text,layout,global","Expand the top-right “The first episode is now live!” into: “The first episode is now live—tune in for smart insights, practical tips, and inspiring conversations on emerging tech.”"
1600w-zcHQ3XLP3Ow,7,Image Replacement,"image,layout,local","Replace the abstract 3D ribbon background with a softly blurred neon city skyline at night, maintaining the depth and gradient glow behind the central rounded card."
1600w-zcHQ3XLP3Ow,8,Typography Style Shift,"text,style,global",Switch the “tech talk” headline to a tall serif.
1600w-zcHQ3XLP3Ow,9,Accent Recolor,"color,local",Change the “tech talk” title color to vibrant cyan #00E5FF for stronger contrast against the purple-magenta gradient.
1600w-zcHQ3XLP3Ow,10,Background Replacement,"image,color,global","Replace the abstract purple rings background with a subtle deep navy (#0B1A2A) circuit-board pattern, ensuring high contrast so the white ""tech talk"" text remains clearly legible."
1600w-zcHQ3XLP3Ow,11,Hierarchy Adjustment,"layout,text,global","Enlarge ""The first episode is now live!"" to huge, center it, and dim ""tech talk"" to medium gray #9AA0A6."
1600w-zcHQ3XLP3Ow,12,Contrast & Readability Enhancement,"color,style,local","Apply a semi-transparent #000000 gradient overlay (30–40%) from top-right to bottom-right of the card to improve contrast for the white headline, subtext, and icons."
1600w-zcHQ3XLP3Ow,13,Add Secondary Text Block,"text,layout,local","Add a small sans-serif subtitle 'Fresh takes on AI, gadgets, and code' below 'podcast' at the top-left, left-aligned in #F0F0F0."
1600w-zcHQ3XLP3Ow,14,Theme Restyling,"style,color,global","Convert to festive holiday theme: replace background with deep evergreen and gold sparkles; recolor headings and icons to gold #D4AF37, leaving layout and typography unchanged."
624w-UZhVzgGhAZA,0,Color Palette Variation,"color,global","Replace cream background and black text with deep navy #0B1A33 and warm ivory #FFF5E1; recolor fruits to teal #00C2A8, coral #FF6B6B, amber #FFB84D, preserving black outlines."
624w-UZhVzgGhAZA,1,Translation,"text,global","Translate all text to Indonesian: headline 'JAM MAKAN SIANG SETIAP HARI' and address 'Jalan Anywhere 123, Kota Mana Saja'; keep 'Hanover', 'JAKARTA, IDN', and numbers."
624w-UZhVzgGhAZA,2,2-Element Layout Swap,"layout,global","Swap the central fruit illustration with the “LUNCH HOURS EVERY DAY” headline, placing the headline above centered and the illustration below with equal vertical spacing."
624w-UZhVzgGhAZA,3,Global Layout Change,"layout,global","Rearrange into three-tier layout: top centered 'Hanover' with 'JAKARTA, IDN'; middle full-width illustration; bottom two-column—left 'LUNCH HOURS', right 'EVERY DAY' above address; move '20' and '30' to bottom corners."
624w-UZhVzgGhAZA,4,Object Removal,"layout,local","Remove the oval “20” and “30” badges; enlarge and center the fruit trio illustration to fill the gap, keeping “Hanover” and the bottom text in their current alignment."
624w-UZhVzgGhAZA,5,Object Addition,"layout,local",Add a small fork-and-knife icon in deep forest green centered above the address line to reinforce the lunch theme and balance the lower area.
624w-UZhVzgGhAZA,6,Copy Expansion,"text,layout,global","Replace the bottom address line with: ""123 Anywhere St., Any City — near Central Market; open daily for lunch with quick service and bites to go or dine in."""
624w-UZhVzgGhAZA,7,Image Replacement,"image,layout,local","Replace the central trio of cartoon fruit characters with three cheerful retro coffee cups walking in unison, preserving the playful composition and pastel strokes."
624w-UZhVzgGhAZA,8,Typography Style Shift,"text,style,global",Switch “Hanover” to uppercase tall serif with light weight.
624w-UZhVzgGhAZA,9,Accent Recolor,"color,local",Recolor the “Hanover” headline to deep forest green (#184D3A).
624w-UZhVzgGhAZA,10,Background Replacement,"image,color,global","Replace the plain off-white background with mint-green retro diner tiles (#C6F0D1 and #F7F2E9) at soft opacity, keeping the characters and bold typography clearly legible."
624w-UZhVzgGhAZA,11,Hierarchy Adjustment,"layout,text,global",Scale the fruit illustration to huge and center it; shrink “LUNCH HOURS EVERY DAY” to smaller body size below so the image becomes the dominant focal point.
624w-UZhVzgGhAZA,12,Contrast & Readability Enhancement,"color,style,local","Add a subtle #000000 20% drop shadow to the small “123 ANYWHERE ST., ANY CITY” text to improve readability on the light background."
624w-UZhVzgGhAZA,13,Add Secondary Text Block,"text,layout,local","Add a small uppercase sans-serif subtitle “Fresh bites, quick smiles” centered below “Hanover” in deep forest green (#184D3A) to tighten spacing above the characters."
624w-UZhVzgGhAZA,14,Theme Restyling,"style,color,global","Restyle to winter holiday theme: switch palette to cranberry red and deep forest green, add snowflakes behind the characters, and update headline to 'HOLIDAY LUNCH HOURS' while preserving layout."
848w-Xal0F5OfysY,0,Color Palette Variation,"color,global","Replace the sky-blue background with warm cream #F6F1E9 and change all white typography to deep forest green #184D3A, leaving the photo unchanged."
848w-Xal0F5OfysY,1,Translation,"text,global","Translate headline and labels to Spanish, replacing ""LEVEL UP YOUR CREATIVE SKILLS"" with ""MEJORA TUS HABILIDADES CREATIVAS"", ""West University"" with ""Universidad del Oeste"", and ""Student Updates"" with ""Actualizaciones Estudiantiles""."
848w-Xal0F5OfysY,2,2-Element Layout Swap,"layout,global","Swap the central photo with the 'LEVEL UP YOUR' headline—move the photo to top center and place the headline in the image’s spot, keeping centered alignment and balanced spacing."
848w-Xal0F5OfysY,3,Global Layout Change,"layout,global",Rebuild as split-screen: left half full-bleed photo; right half vertically center the entire headline block; move 'West University' and 'Student Updates' together into a slim top bar.
848w-Xal0F5OfysY,4,Object Removal,"layout,local",Remove both “West University” and “Student Updates”; scale the central photo up slightly and vertically center it between the headline lines to preserve balance.
848w-Xal0F5OfysY,5,Object Addition,"layout,local","Add a small white lightbulb icon centered above the photo, aligned with the headline."
